source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'Electrek'}",Reinette LeJeune,"Prime Day-2 Deals: Bluetti Prime Day Sale with exclusive new power station lows, Segway Navimow X4 robot mower lows, more","It’s the second day of Amazon’s Prime Day savings event, and we’ve got another jam-packed edition of Green Deals for you – plus, all the other major savings during this week that’s been collected into our regularly updated Prime Day Green Deals roundup hub he…",http://electrek.co/2026/06/24/bluetti-prime-day-power-stations-segway-navimow-robot-mower-more/,https://i0.wp.com/electrek.co/wp-content/uploads/sites/3/2026/06/Bluetti-Segway-Navimow-and-Scooters-Beatbot-GDs-FI.jpg?resize=1200%2C628&quality=82&strip=all&ssl=1,2026-06-24T18:00:00Z,"It’s the second day of Amazon’s Prime Day savings event, and we’ve got another jam-packed edition of Green Deals for you – plus, all the other major savings during this week that’s been collected int… [+7699 chars]"
"{'id': None, 'name': 'Epravda.com.ua'}",Экономическая правда,"Новости 24 июня: НПЗ в Москве не будет работать ещё полгода, Маск больше не триллионер","Илон Маск утратил статус триллионера, Московский НПЗ не заработает до 2027 года, топливный кризис в России, новые атаки на объекты ""Нафтогаза""",https://epravda.com.ua/rus/svit/glavnye-novosti-toplivnyy-krizis-v-rossii-udary-po-naftogazu-823007/,,2026-06-24T18:00:00Z,":
 . , , , , 24 , Tesla SpaceX. Bloomberg, 957 .
 . .
 """". """" , , .
 . , .
 50 -92, , .
 , .
 :
 . """"
. ?
. Threads
. , , ."
"{'id': None, 'name': 'Biztoc.com'}",barchart.com,Tesla Faces a New NHTSA Probe. Wall Street Might Be Missing the Bigger Story,"It appears that Tesla (TSLA) is back in news as yet another government investigation is opened against the company due to a fatal accident involving a Tesla Model 3 in Texas. The accident happened following the collision of the car with the building in Katy, …",https://biztoc.com/x/fdc5450cdefdede4,https://biztoc.com/cdn/fdc5450cdefdede4_s.webp,2026-06-24T17:59:29Z,It appears that Tesla (TSLA) is back in news as yet another government investigation is opened against the company due to a fatal accident involving a Tesla Model 3 in Texas. The accident happened fo… [+145 chars]
"{'id': None, 'name': 'Biztoc.com'}",247wallst.com,"Tesla Is Sliding Past $382, but Here Is Why Tech Compression and Global EV Price Wars Could Evaporate Another 50%","The post Tesla Is Sliding Past $382, but Here Is Why Tech Compression and Global EV Price Wars Could Evaporate Another 50% appeared first on 24/7 Wall St.. 
 
 
 
 Tesla (TSLA) looks vulnerable at $381.61 with credible path toward $190 as tech multiples compr…",https://biztoc.com/x/d908167cb516f706,https://biztoc.com/cdn/d908167cb516f706_s.webp,2026-06-24T17:59:22Z,"The post Tesla Is Sliding Past $382, but Here Is Why Tech Compression and Global EV Price Wars Could Evaporate Another 50% appeared first on 24/7 Wall St.. 
Tesla (TSLA) looks vulnerable at $381.61 … [+137 chars]"
"{'id': None, 'name': 'Olhardigital.com.br'}",Pedro Spadoni,Tesla: como acidente fatal no Texas expõe os limites (e riscos) do ‘piloto automático’,"Uma idosa morreu após ser atropelada na sala de casa por um Tesla a quase 120 km/h; motorista alegou que o FSD estava ativado
O post Tesla: como acidente fatal no Texas expõe os limites (e riscos) do ‘piloto automático’ apareceu primeiro em Olhar Digital.",https://olhardigital.com.br/2026/06/24/carros-e-tecnologia/tesla-como-acidente-fatal-no-texas-expoe-os-limites-e-riscos-do-piloto-automatico/,https://olhardigital.com.br/wp-content/uploads/2026/06/Destaque-Tesla-FSD-scaled.jpg,2026-06-24T17:58:48Z,"Imagine estar na sala da sua casa e um carro a quase 120 km/h te atropelar. Foi o que aconteceu com a senhora Martha Avila, de 76 anos, em Katy, no Texas (EUA). Ela morreu por conta dos ferimentos. Q… [+486 chars]"
"{'id': None, 'name': 'Barchart.com'}",Yiannis Zourmpanos,Tesla Faces a New NHTSA Probe. Wall Street Might Be Missing the Bigger Story.,"Tesla stock is under pressure following a new federal safety investigation, but investors remain focused on the company's autonomy ambitions and AI-driven gr...",https://www.barchart.com/story/news/2631740/tesla-faces-a-new-nhtsa-probe-wall-street-might-be-missing-the-bigger-story,https://s.yimg.com/lo/mysterio/api/E4965281A5450DED8D459FD5B183833FFB55A2E5C4E322D3A9D588DCAB5709FA/subgraphmysterio/resizefill_w1200_h800;quality_80;format_webp/https:%2F%2Fmedia.zenfs.com%2Fen%2Fbarchart_com_477%2F4455e5a030b85f304b688601254fc82c,2026-06-24T17:53:31Z,It appears that Tesla (TSLA) is back in news as yet another government investigation is opened against the company due to a fatal accident involving a Tesla Model 3 in Texas. The accident happened fo… [+4527 chars]
"{'id': None, 'name': 'Slashdot.org'}",feedfeeder,Elon Musk denies Tesla’s Autopilot caused crash that killed grandmother,"Tesla, accused of failing to fix design flaws, blames driver pressing accelerator.",https://slashdot.org/firehose.pl?op=view&amp;id=184069344,,2026-06-24T17:52:39Z,"I never cheated an honest man, only rascals. They wanted something for
nothing. I gave them nothing for something.
-- Joseph ""Yellow Kid"" Weil"
"{'id': None, 'name': 'Ibtimes.com.au'}",Tony Jackson,Sunrun Stock Soars 19% on 16-Gigawatt Power Deal With Tesla to Supply AI Data Centers,"Sunrun's shares surged after announcing a partnership with Tesla and Renew Home to supply 16 gigawatts of energy capacity to AI data centers and utilities, aiming to reduce electricity costs.",https://www.ibtimes.com.au/sunrun-tesla-renew-home-energy-partnership-1871234,https://d.ibtimes.com.au/en/full/1894852/sunrun-stock-soars-19-16-gigawatt-power-deal-tesla.jpg,2026-06-24T17:50:07Z,Sunrun shares jumped 19.13% to $15.26 in midday trading Wednesday after the residential solar leader unveiled a sweeping virtual power plant partnership with Tesla and home-energy management platform… [+7248 chars]
"{'id': None, 'name': 'Génération NT'}",Sirius,"Accident Tesla au Texas : le conducteur accuse l'Autopilot, les données disent le contraire","Une Tesla Model 3 s'est encastrée dans une maison à Katy, au Texas, causant la mort d'une femme de 76 ans. Le conducteur met en cause l'Autopilot, mais Tesla, s'appuyant sur les données du véhicule, réfute et pointe une erreur humaine. Une enquête fédérale de…",https://www.generation-nt.com/actualites/tesla-accident-texas-autopilot-nhtsa-conducteur-2077651,https://img.generation-nt.com/tesla-autopilot_04B002A301709268.webp,2026-06-24T17:50:01Z,"Le 19 juin dernier, un terrible drame a secoué un paisible quartier résidentiel de Katy, au Texas. Une berline électrique a brusquement quitté la chaussée à très haute vitesse avant de s'encastrer da… [+3923 chars]"
"{'id': None, 'name': 'Biztoc.com'}",finance.yahoo.com,Sunrun and Tesla Tap 16 GW of Homes to Power Data Centers,"This article first appeared on GuruFocus.
Sunrun (NASDAQ:RUN) rose 17.72% in premarket after the solar company announced a framework agreement with Tesla (NASDAQ:TSLA) and Renew Home to aggregate more than 16 gigawatts of flexible energy capacity from residen…",https://biztoc.com/x/4221a02a330fb6e2,https://biztoc.com/cdn/995/og.png,2026-06-24T17:46:51Z,This article first appeared on GuruFocus.Sunrun (NASDAQ:RUN) rose 17.72% in premarket after the solar company announced a framework agreement with Tesla (NASDAQ:TSLA) and Renew Home to aggregate more… [+151 chars]
"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Elon Musk loses trillionaire status as global tech rout hits SpaceX,Elon Musk lost his trillionaire status on Tuesday after a brutal global tech rout erased billions from his wealth.,https://www.bbc.co.uk/news/articles/c8j2m2p8dgmo,https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/0d58/live/c4d89e30-6ff4-11f1-91bd-23fe59e75f62.jpg,2026-06-24T17:45:13Z,"Tech entrepreneur Elon Musk lost his trillionaire status on Tuesday, less than two weeks after becoming the first person to achieve it following SpaceX's public debut, according to data from Bloomber… [+2960 chars]"
"{'id': None, 'name': 'CNA'}",,Tesla sued over fatal Texas crash linked to Autopilot,"June 24 : Tesla has been sued by the family of a 76-year-old Texas grandmother killed last week when a driver using his Model 3's automated driving assistance system crashed into her suburban Houston home, the family's lawyers said.According to a complaint fi…",https://www.channelnewsasia.com/business/tesla-sued-over-fatal-texas-crash-linked-autopilot-6207691,"https://dam.mediacorp.sg/image/upload/s--V0HyrBNF--/c_fill,g_auto,h_676,w_1200/fl_relative,g_south_east,l_mediacorp:cna:watermark:2024-04:reuters_1,w_0.1/f_auto,q_auto/v1/one-cms/core/2026-06-24T174355Z_1_LYNXMPEM5N1A3_RTROPTP_3_AUTOS-TESLA.JPG?itok=x_RiXlIE",2026-06-24T17:41:26Z,June 24 : Tesla has been sued by the family of a 76-year-old Texas grandmother killed last week when a driver using his Model 3's automated driving assistance system crashed into her suburban Houston… [+2437 chars]
"{'id': None, 'name': 'Ibtimes.com.au'}",Tony Jackson,Dow Closes Up 153 Points as Markets Steady Ahead of Micron Earnings After Tuesday's Chip Selloff,The Dow Jones rose 153 points as Wall Street stabilised after a tech selloff. Micron's earnings report is seen as a crucial market catalyst amid ongoing volatility.,https://www.ibtimes.com.au/wall-street-rebounds-micron-earnings-tech-selloff-1871231,https://d.ibtimes.com.au/en/full/1893186/ftse-100-surges-08-today-oil-eases-markets.jpg,2026-06-24T17:38:45Z,"The Dow Jones Industrial Average rose 153.33 points, closing at 51,820.17, as Wall Street stabilized Wednesday following a brutal session a day earlier that had been triggered by a sweeping global se… [+6077 chars]"
"{'id': None, 'name': 'Abcnews.com'}",MATT O'BRIEN AP technology writer,Agility Robotics heads to Wall Street in a $2.5B bet on staffing warehouses with humanoids,"Agility Robotics, a maker of humanlike robots, is going public on Wall Street",https://abcnews.com/Business/wireStory/agility-robotics-heads-wall-street-25b-bet-staffing-134172820,https://i.abcnewsfe.com/a/ada3ea80-71ad-4e33-b2a7-4789af750b2b/wirestory_39f2356b9c1e167d0985b821f70079c5_16x9.jpg?w=1600,2026-06-24T17:30:19Z,"A maker of humanlike robots that carry totes around warehouses is going public on Wall Street in a test of whether there's a market for putting AI-powered humanoid machines to work.
Agility Robotics… [+2003 chars]"
"{'id': 'the-next-web', 'name': 'The Next Web'}",Darius Popa,Morgan Stanley doubles its China robot forecast again,"Morgan Stanley has doubled its forecast for China humanoid robot shipments again, to 50,000 this year. The bank says the machines are moving from stage demos to real factories, shops and restaurants. China’s robots are leaving the showroom and reaching the sh…",https://thenextweb.com/news/china-humanoid-robot-forecast-morgan-stanley-50000/,https://media.thenextweb.com/2026/05/recycling-humanoid-robots-waste-labour-crisis.avif,2026-06-24T17:26:38Z,"Morgan Stanley has doubled its forecast for China humanoid robot shipments again, to 50,000 this year. The bank says the machines are moving from stage demos to real factories, shops and restaurants.… [+5837 chars]"
"{'id': None, 'name': 'Diariobitcoin.com'}",Canuto,China muestra su poder en IA con robots humanoides que compiten en evento de Shanghái,"Una tanda de penales entre robots humanoides en el MWC Shanghái 2026 sirvió como vitrina para medir percepción, equilibrio y toma de decisiones en tiempo real, al tiempo que reforzó la narrativa de China como actor dominante en la robótica humanoide.",https://www.diariobitcoin.com/china/china-muestra-su-poder-en-ia-con-robots-humanoides-que-compiten-en-evento-de-shanghai/,https://diariobitcoin.b-cdn.net/wp-content/uploads/2026/06/canuto-imagine-1782321507.jpg,2026-06-24T17:24:10Z,"Por Canuto   Una tanda de penales entre robots humanoides en el MWC Shanghái 2026 sirvió como vitrina para medir percepción, equilibrio y toma de decisiones en tiempo real, al tiempo que reforzó la n… [+8103 chars]"
"{'id': None, 'name': 'Futurism'}",Victor Tangermann,SpaceX Stock Has Fallen So Far That Elon Musk Is No Longer a Trillionaire,"Now that SpaceX shares are hovering just above the company's opening price, Elon Musk is technically no longer a trillionaire.",https://futurism.com/space/spacex-stock-fallen-elon-musk-trillionaire,https://futurism.com/wp-content/uploads/2026/06/spacex-stock-fallen-elon-musk-trillionaire.jpg?w=1200,2026-06-24T17:23:25Z,"Can’t-miss innovations from the bleeding edge of science and tech
SpaceX’s blockbuster IPO earlier this month made Elon Musk, who was already the wealthiest person in the world by net value, unfatho… [+2204 chars]"
"{'id': None, 'name': 'Www.vrt.be'}",Belga,Vermogen zakt onder 1.000 miljard dollar: Elon Musk is geen biljonair meer,"Elon Musk is niet langer een biljonair. Zijn vermogen is onder de 1.000 miljard dollar of ruim 880 miljard euro gezakt, doordat de aandelenkoersen van de bedrijven SpaceX en Tesla zijn gedaald. Musk blijft wel veruit de rijkste man ter wereld.",https://www.vrt.be/vrtnws/nl/2026/06/24/elon-musk-geen-biljonair-meer/,https://images.vrt.be/vrtnws_share/2026/06/24/61829018-d3cc-4604-9120-ae5ff1398169.jpg,2026-06-24T17:13:00Z,"Elon Musk werd een twaalftal dagen geleden de eerste biljonair ter wereld, na de beursgang van zijn ruimtevaart- en AI-bedrijf SpaceX.
Het aandeel piekte tot ongeveer 200 dollar, maar de voorbije da… [+577 chars]"
"{'id': None, 'name': 'Slashdot.org'}",feedfeeder,Family files wrongful death suit following Tesla crash in Texas,Victim's family files wrongful death suit following Tesla crash in Texas.,https://slashdot.org/firehose.pl?op=view&amp;id=184068982,,2026-06-24T17:12:21Z,"I never cheated an honest man, only rascals. They wanted something for
nothing. I gave them nothing for something.
-- Joseph ""Yellow Kid"" Weil"
"{'id': None, 'name': 'iLounge'}",Samantha Wiley,Important Apple Files Found on Dark Web,"One of Apple’s significant partners for manufacturing located in India has confirmed that they came under fire from a cyberattack that led to important documents of Apple being lost and leaked on the Dark Web. World Leaks, a ransom group, has stolen and distr…",https://www.ilounge.com/news/apple/important-apple-files-found-on-dark-web,https://www.ilounge.com/wp-content/uploads/2026/06/image-116.png,2026-06-24T17:08:48Z,One of Apple’s significant partners for manufacturing located in India has confirmed that they came under fire from a cyberattack that led to important documents of Apple being lost and leaked on the… [+739 chars]
"{'id': None, 'name': 'How-To Geek'}",Jon Fingas,Tesla could bring its spacious Model Y L to the US in late summer,Tesla could bring its spacious Model Y L to the US in late summerhowtogeek.com,https://www.howtogeek.com/tesla-model-y-l-us-release-date/,https://static0.howtogeekimages.com/wordpress/wp-content/uploads/2026/06/tesla-model-y-l.jpg?w=1600&h=900&fit=crop,2026-06-24T17:02:12Z,"You might not have to wait much longer if you want the roomier Tesla Model Y L to drive your family around. Tesla is reportedly set to bring the larger, three-row Model Y variant to the U.S. and Cana… [+2586 chars]"
"{'id': None, 'name': 'Digi24.ro'}",Claudia Ariton,Elon Musk nu mai este trilionar. Cât de mult i-a scăzut averea după deprecierea acțiunilor Tesla și SpaceX,"Elon Musk nu mai face parte din exclusivistul „club al trilionarilor”, după ce averea sa a coborât sub pragul de 1.000 de miliarde de dolari. Scăderea puternică a acțiunilor SpaceX și noile restricții aplicate unui pachet de acțiuni Tesla deținut de miliardar…",https://www.digi24.ro/stiri/externe/sua/elon-musk-nu-mai-este-trilionar-cat-de-mult-i-a-scazut-averea-dupa-deprecierea-actiunilor-tesla-si-spacex-3830951,https://s.iw.ro/gateway/g/ZmlsZVNvdXJjZT1odHRwJTNBJTJGJTJG/c3RvcmFnZTA4dHJhbnNjb2Rlci5yY3Mt/cmRzLnJvJTJGc3RvcmFnZSUyRjIwMjUl/MkYwNSUyRjIxJTJGMjI2NDI3NV8yMjY0/Mjc1X3Byb2ZpbWVkaWEtMDk2NjY1NjQ5/Mi5qcGcmdz0xMjAwJmg9NjMwJnpjPTEm/aGFzaD03NGU2NTNjZTc3N2JjM2Y1NWMwMjJjYmNiYjRhMTFhYw==.thumb.jpg,2026-06-24T16:54:16Z,"Elon Musk nu mai face parte din exclusivistul club al trilionarilor, dup ce averea sa a coborât sub pragul de 1.000 de miliarde de dolari. Scderea puternic a aciunilor SpaceX i noile restricii aplica… [+2780 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Trending Desk,"FIFA World Cup 2026 Standings: How Brazil, Argentina, England and France can reach the round of 32 under new rules","FIFA World Cup 2026 Standings: The FIFA World Cup 2026 introduces a thrilling 48-team format with 12 groups, making every point vital. For the first time, eight of the best third-placed teams will also advance to the Round of 32, alongside the top two from ea…",https://economictimes.indiatimes.com/news/new-updates/fifa-world-cup-2026-standings-how-teams-are-ranked-what-the-new-third-place-rules-mean-and-who-can-still-reach-the-round-of-32/articleshow/131973280.cms,"https://img.etimg.com/thumb/msid-131973294,width-1200,height-630,imgsize-186962,overlay-economictimes/articleshow.jpg",2026-06-24T16:51:33Z,"FIFA World Cup 2026 Standings: The FIFA World Cup 2026 is unlike any edition football fans have seen before. With 48 teams, 12 groups, and a newly expanded Round of 32, the tournament has introduced … [+4866 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",AP,Agility Robotics heads to Wall Street in a $2.5 billion bet on staffing warehouses with humanoids,"Agility Robotics, an AI-driven humanoid robotics for warehouse operations, plans to go public with a remarkable $2.5 billion valuation. This move signifies a noteworthy advancement for the rapidly growing humanoid robot industry. Their 'Digit' robots, optimiz…",https://economictimes.indiatimes.com/tech/technology/agility-robotics-heads-to-wall-street-in-a-2-5-billion-bet-on-staffing-warehouses-with-humanoids/articleshow/131973157.cms,"https://img.etimg.com/thumb/width-1200,height-900,imgsize-109486,resizemode-75,msid-131973157/tech/technology/agility-robotics-heads-to-wall-street-in-a-2-5-billion-bet-on-staffing-warehouses-with-humanoids.jpg",2026-06-24T16:46:01Z,"A maker of humanlike robots that carry totes around warehouses is going public on Wall Street in a test of whether there's a market for putting AI-powered humanoid machines to work.Agility Robotics, … [+2009 chars]"
